,ID,Link,Title,Price,Miles,Score,Motor,Drive_Type,Transmission,Color,Prior_Use,PreOwner_Amount,Features
572,573,https://www.carmax.com//car/24214009,2022 Tesla Model 3 ,"$41,998",16K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
573,574,https://www.carmax.com//car/24226416,2021 Audi e-tron Premium,"$54,998",14K,P,Electric,All Wheel Drive,Automatic,Gray/Black,Leased vehicle,1,"['Air Conditioning', 'Cruise Control', 'Tow Hitch', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
574,575,https://www.carmax.com//car/23537618,2019 Audi e-tron Prestige,"$53,998",23K,9,Electric,All Wheel Drive,Automatic,White/Black,None,2 ,"['A/C Seat(s)', 'Cruise Control', 'Head Up Display', 'Rear Seat Heaters', 'Tow Hitch', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Rear Sunshade', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Blind Spot Monitor', 'Parking Sensors', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
575,576,https://www.carmax.com//car/24214436,2021 Tesla Model Y Long Range,"$48,998",31K,T,Electric,All Wheel Drive,Automatic,Blue/Black,None,1,"['Fold-Away Third Row', 'Third Row Seat', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
576,577,https://www.carmax.com//car/24185120,2021 Tesla Model 3 Standard Range Plus,"$40,998",9K,A,Electric,Rear Wheel Drive,Automatic,White/Black,Leased vehicle,2 ,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
577,578,https://www.carmax.com//car/24184945,2021 Tesla Model 3 Standard Range Plus,"$36,998",36K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
578,579,https://www.carmax.com//car/24269296,2020 Tesla Model 3 Standard Range Plus,"$39,998",16K,A,Electric,Rear Wheel Drive,Automatic,Red/White,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
579,580,https://www.carmax.com//car/24185267,2021 Tesla Model Y Long Range,"$46,998",41K,T,Electric,All Wheel Drive,Automatic,Blue/White,None,1,"['Automated Parking', 'Fold-Away Third Row', 'Third Row Seat', 'Premium Package', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
580,581,https://www.carmax.com//car/24269850,2018 Tesla Model 3 Mid Range,"$33,998",39K,A,Electric,Rear Wheel Drive,Automatic,Gray/Black,None,1,"['Automated Parking', 'Front Seat Heaters', 'Memory Seat(s)', 'Satellite Radio Ready', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Leather Seats', 'Skylight(s)', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
581,582,https://www.carmax.com//car/24175530,2019 Tesla Model 3 Long Range,"$36,998",46K,4,Electric,All Wheel Drive,Automatic,Red/Black,None,1,"['Automated Parking', 'Cruise Control', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Skylight(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
582,583,https://www.carmax.com//car/24239289,2023 Tesla Model Y Long Range,"$57,998",2K,A,Electric,All Wheel Drive,Automatic,,,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Tow Hitch', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
583,584,https://www.carmax.com//car/24239005,2023 Tesla Model 3 ,"$41,998",4K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'AM/FM Stereo', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
584,585,https://www.carmax.com//car/24270056,2022 Tesla Model Y Long Range,"$52,998",12K,A,Electric,All Wheel Drive,Automatic,Gray/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Leatherette Seats', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Power Locks', 'Power Mirrors', 'Power Windows', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
585,586,https://www.carmax.com//car/24300121,2021 Tesla Model 3 Standard Range Plus,"$36,998",40K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
586,587,https://www.carmax.com//car/24269867,2022 Tesla Model Y Long Range,"$51,998",19K,A,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Leatherette Seats', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Power Locks', 'Power Mirrors', 'Power Windows', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Rear Spoiler', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
587,588,https://www.carmax.com//car/24238962,2021 Tesla Model Y Long Range,"$50,998",27K,4,Electric,All Wheel Drive,Automatic,Blue/White,None,1,"['20 Inch Plus Wheels', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Rear Seat Heaters', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Full Roof Rack', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
588,589,https://www.carmax.com//car/24193310,2020 Kia Niro Electric EX Premium,"$29,998",11K,A,Electric,Front Wheel Drive,Automatic,Black/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette & Cloth', 'AM/FM Stereo', 'Auxiliary Audio Input', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Apple CarPlay', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning']"
589,590,https://www.carmax.com//car/24056023,2019 Audi e-tron Prestige,"$45,998",40K,P,Electric,All Wheel Drive,Automatic,White/Black,Leased vehicle,2 ,"['A/C Seat(s)', 'Head Up Display', 'Tow Hitch', 'Driver Assistance Package', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Seat Massagers', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Rear Sunshade', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Blind Spot Monitor', 'Automated Cruise Control', 'Parking Sensors', 'Automated Cruise Control', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
590,591,https://www.carmax.com//car/23583572,2022 Kia EV6 Wind,"$44,998",9K,A,Electric,All Wheel Drive,Automatic,Gray/Champagne,None,2 ,"['A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Meridian Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
591,592,https://www.carmax.com//car/24350903,2022 Tesla Model 3 Long Range,"$46,998",11K,A,Electric,All Wheel Drive,Automatic,White/White,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
592,593,https://www.carmax.com//car/24278863,2021 Tesla Model 3 Standard Range Plus,"$40,998",20K,A,Electric,Rear Wheel Drive,Automatic,White/White,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
593,594,https://www.carmax.com//car/24273085,2021 Tesla Model 3 Standard Range Plus,"$39,998",14K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Automated Parking', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
594,595,https://www.carmax.com//car/24067285,2020 Tesla Model 3 Long Range,"$42,998",19K,A,Electric,All Wheel Drive,Automatic,Gray/White,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Sunroof(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
595,596,https://www.carmax.com//car/24363037,2022 Tesla Model Y Performance,"$56,998",5K,A,Electric,All Wheel Drive,Automatic,Gray/Black,None,1,"['A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
596,597,https://www.carmax.com//car/24196161,2021 Tesla Model Y Standard Range,"$50,998",4K,6,Electric,Rear Wheel Drive,Automatic,White/Black,None,2 ,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
597,598,https://www.carmax.com//car/24240204,2021 Tesla Model Y Long Range,"$50,998",15K,A,Electric,All Wheel Drive,Automatic,White/White,None,1,"['20 Inch Plus Wheels', 'Automated Parking', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
598,599,https://www.carmax.com//car/24056450,2021 Tesla Model Y Long Range,"$47,998",38K,A,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'AM/FM Stereo', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
599,600,https://www.carmax.com//car/24200917,2021 Tesla Model Y Long Range,"$48,998",24K,A,Electric,All Wheel Drive,Automatic,Blue/Black,None,2 ,"['20 Inch Plus Wheels', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
600,601,https://www.carmax.com//car/24026103,2019 Tesla Model 3 Standard Range Plus,"$35,998",30K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Automated Parking', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
